"id","name","address","description","longitude","latitude","photo"
"1","Faculty of Computers and Information, Zagazig University","Zagazig, Agriculture Square, Sharkia Governorate","The college offers various study programs in the fields of computer and technology, including computer science, information technology, software engineering, information systems, artificial intelligence, and others.","31.52441291811689","30.58684180496036","buildingsImgs/photo_2024-02-11_04-50-40.jpg"
